CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
22.957.521/0001-74;2021-05-01;1;2021-06-11;MULTI PROPERTIES FII;2016-12-20;INVESTIDOR QUALIFICADO;BRPRTSCTF002;55727500;N;N;Renda;Híbrido;Ativa;Determinado;2036-12-01;31/05;S;S;N;S;N;BANCO MODAL S.A.;30723886000162;PRAIA DE BOTAFOGO;501;TORRE PÃO DE AÇUCAR 6º AN;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;3223-7700;3223-7722;;www.modal.com.br;fundos.modal@modal.com.br
22.957.521/0001-74;2021-06-01;1;2021-07-15;MULTI PROPERTIES FII;2016-12-20;INVESTIDOR QUALIFICADO;BRPRTSCTF002;55727500;N;N;Renda;Híbrido;Ativa;Determinado;2036-12-01;30/06;S;S;N;S;N;BANCO MODAL S.A.;30723886000162;PRAIA DE BOTAFOGO;501;TORRE PÃO DE AÇUCAR 6º AN;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;3223-7700;3223-7722;;www.modal.com.br;fundos.modal@modal.com.br
22.957.521/0001-74;2021-07-01;1;2021-08-12;MULTI PROPERTIES FII;2016-12-20;INVESTIDOR QUALIFICADO;BRPRTSCTF002;55727500;N;N;Renda;Híbrido;Ativa;Determinado;2036-12-01;31/07;S;S;N;S;N;BANCO MODAL S.A.;30723886000162;PRAIA DE BOTAFOGO;501;TORRE PÃO DE AÇUCAR 6º AN;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;3223-7700;3223-7722;;www.modal.com.br;fundos.modal@modal.com.br
22.957.521/0001-74;2021-08-01;1;2021-09-15;MULTI PROPERTIES FII;2016-12-20;INVESTIDOR QUALIFICADO;BRPRTSCTF002;55727500;N;N;Renda;Híbrido;Ativa;Determinado;2036-12-01;31/08;S;S;N;S;N;BANCO MODAL S.A.;30723886000162;PRAIA DE BOTAFOGO;501;TORRE PÃO DE AÇUCAR 6º AN;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;3223-7700;3223-7722;;www.modal.com.br;fundos.modal@modal.com.br
23.120.006/0001-06;2021-01-01;1;2021-02-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-02-01;1;2021-03-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-03-01;1;2021-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-04-01;1;2021-05-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-05-01;1;2021-06-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-06-01;1;2021-07-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2105356;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-07-01;1;2021-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2033928.000008;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.006/0001-06;2021-08-01;1;2021-09-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS - FII;2016-08-09;INVESTIDOR QUALIFICADO;BRVTPACTF002;2033928.000008;S;S;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.027/0001-13;2021-01-01;1;2021-02-17;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-02-01;1;2021-03-15;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-03-01;1;2021-04-15;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-04-01;1;2021-05-13;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-05-01;1;2021-06-15;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-06-01;1;2021-07-14;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-07-01;1;2021-08-13;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.027/0001-13;2021-08-01;1;2021-09-14;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO;2018-04-27;INVESTIDORES EM GERAL;BRRDPDCTF008;1078042;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2033-04-27;31/12;S;S;N;S;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br
23.120.098/0001-16;2021-01-01;1;2021-02-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-02-01;1;2021-03-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-03-01;1;2021-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-04-01;1;2021-05-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-05-01;1;2021-06-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-06-01;1;2021-07-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-07-01;1;2021-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.120.098/0001-16;2021-08-01;1;2021-09-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2015-12-17;INVESTIDOR QUALIFICADO;;2190609.0286;S;S;Renda;Outros;Passiva;Indeterminado;;31/12;N;S;N;N;S;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;03384738000198;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;vwmprodutosestruturados@bv.com.br
23.179.381/0001-13;2021-01-01;1;2021-02-14;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-02-01;1;2021-03-15;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-03-01;1;2021-04-15;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-04-01;1;2021-05-17;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-05-01;1;2021-06-11;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-06-01;1;2021-07-15;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-07-01;1;2021-08-16;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.179.381/0001-13;2021-08-01;1;2021-09-15;NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-04-08;INVESTIDOR PROFISSIONAL;-;88300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 - Sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
23.426.470/0001-17;2021-01-01;1;2021-02-15;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-02-01;1;2021-03-11;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-03-01;1;2021-04-15;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-04-01;1;2021-05-14;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-05-01;1;2021-06-15;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-06-01;1;2021-07-15;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-07-01;1;2021-08-13;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.426.470/0001-17;2021-08-01;1;2021-09-14;BM II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-03;INVESTIDOR PROFISSIONAL;;2248545.74566;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
23.532.837/0001-87;2021-01-01;1;2021-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-02-01;2;2021-03-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-03-01;1;2021-04-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-04-01;2;2021-06-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-05-01;1;2021-06-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-06-01;2;2021-07-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
23.532.837/0001-87;2021-07-01;2;2021-08-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2015-10-16;INVESTIDOR PROFISSIONAL;;143848173.47;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;65;9 andar;Botafogo;Rio de Janeiro;RJ;22250906;(11) 3524-8888;(11) 2137-8888;0800 605 8888;www.gerafuturo.com.br;middleadm@genialinvestimentos.com.br
